timestamp,datetime_utc,sources_ok,sources_total,total_records,cbsl_fx_records,dcs_ccpi_records,doa_records,cbsl_fx_ref_date,dcs_ccpi_ref_date,doa_ref_date
1774775924,2026-03-29 09:18:44 UTC,3,3,29915,190,1,29724,2026-03-27,2026-02-28,2026-03-27
