source,indicator_code,series_name,category,reference_date,published_at,collected_at,value,unit,frequency,currency,market_scope,source_url,metadata
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-16,,2026-03-30T21:41:55.540925+00:00,218.0731,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-17,,2026-03-31T21:39:24.339520+00:00,220.5804,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0045"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-18,,2026-04-01T13:22:51.747170+00:00,221.3752,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0045"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-19,,2026-04-01T13:22:51.747170+00:00,219.6222,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-20,,2026-04-01T13:22:51.747170+00:00,220.6014,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0045"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-23,,2026-04-01T13:22:51.747170+00:00,217.9425,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-24,,2026-04-01T13:22:51.747170+00:00,218.4489,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-25,,2026-04-01T13:22:51.747170+00:00,219.2604,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-26,,2026-04-01T13:22:51.747170+00:00,217.6694,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-27,,2026-04-01T13:22:51.747170+00:00,216.7063,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-30,,2026-04-01T13:22:51.747170+00:00,215.8157,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
cbsl,aud_lkr_indicative,AUD/LKR Indicative Exchange Rate,exchange_rate,2026-03-31,,2026-04-01T13:22:51.747170+00:00,216.3470,LKR per AUD,business_daily,AUD,,https://www.cbsl.gov.lk/en/rates-and-indicators/exchange-rates/daily-indicative-exchange-rates,"{""inverse_rate"": ""0.0046"", ""latest_group"": ""cbsl_fx"", ""rate_type"": ""indicative""}"
